0.001,0
0.003,0
0.005,0
0.007,0
0.010,0
0.012,0
0.014,0
0.016,0
0.019,0
0.021,0
0.023,0
0.026,0
0.028,0
0.030,0
0.032,0
0.035,0
0.037,0
0.039,0
0.041,0
0.044,0
0.046,0
0.048,0
0.051,0
0.053,0
0.055,0
0.057,0
0.060,0
0.062,0
0.064,0
0.066,0
0.069,0
0.071,0
0.073,0
0.076,0
0.078,0
0.080,0
0.082,0
0.085,0
0.087,0
0.089,0
0.091,0
0.094,0
0.096,0
0.098,0
0.101,0
0.103,0
0.105,0
0.107,0
0.110,0
0.112,0
0.114,0
0.116,0
0.119,0
0.121,0
0.123,0
0.126,0
0.128,0
0.130,0
0.132,0
0.135,0
0.137,0
0.139,0
0.141,0
0.144,0
0.146,0
0.148,0
0.151,0
0.153,0
0.155,0
0.157,0
0.160,0
0.162,0
0.164,0
0.166,0
0.169,0
0.171,0
0.173,0
0.176,0
0.178,0
0.180,0
0.182,0
0.185,0
0.187,0
0.189,0
0.191,0
0.194,0
0.196,0
0.198,0
0.201,0
0.203,0
0.205,0
0.207,0
0.210,0
0.212,0
0.214,0
0.216,0
0.219,0
0.221,0
0.223,0
0.226,0
0.228,0
0.230,0
0.232,0
0.235,0
0.237,0
0.239,0
0.241,0
0.244,0
0.246,0
0.248,0
0.251,0
0.253,0
0.255,0
0.257,0
0.260,0
0.262,0
0.264,0
0.266,0
0.269,0
0.271,0
0.273,0
0.276,0
0.278,0
0.280,0
0.282,0
0.285,0
0.287,0
0.289,0
0.291,0
0.294,0
0.296,0
0.298,0
0.301,0
0.303,0
0.305,0
0.307,0
0.310,0
0.312,0
0.314,0
0.316,0
0.319,0
0.321,0
0.323,0
0.326,0
0.328,0
0.330,0
0.332,0
0.335,0
0.337,0
0.339,0
0.341,0
0.344,0
0.346,0
0.348,0
0.351,0
0.353,0
0.355,0
0.357,0
0.360,0
0.362,0
0.364,0
0.366,0
0.369,0
0.371,0
0.373,0
0.376,0
0.378,0
0.380,0
0.382,0
0.385,0
0.387,0
0.389,0
0.391,0
0.394,0
0.396,0
0.398,0
0.500,0
0.503,0
0.505,0
0.507,0
0.510,0
0.512,0
0.514,0
0.516,0
0.519,0
0.521,0
0.523,0
0.525,0
0.528,0
0.530,0
0.532,0
0.535,0
0.537,0
0.539,0
0.541,0
0.544,0
0.546,0
0.548,0
0.550,0
0.553,0
0.555,0
0.557,0
0.560,0
0.562,0
0.564,0
0.566,0
0.569,0
0.571,0
0.573,0
0.575,0
0.578,0
0.580,0
0.582,0
0.585,0
0.587,0
0.589,0
0.591,0
0.594,0
0.596,0
0.598,0
0.600,0
0.603,0
0.605,0
0.607,0
0.610,0
0.612,0
0.614,0
0.616,0
0.619,0
0.621,0
0.623,0
0.625,0
0.628,0
0.630,0
0.632,0
0.635,0
0.637,0
0.639,0
0.641,0
0.644,0
0.646,0
0.648,0
0.650,0
0.653,0
0.655,0
0.657,0
0.660,0
0.662,0
0.664,0
0.666,0
0.669,0
0.671,0
0.673,0
0.675,0
0.678,0
0.680,0
0.682,0
0.685,0
0.687,0
0.689,0
0.691,0
0.694,0
0.696,0
0.698,0
0.700,0
0.703,0
0.705,0
0.707,0
0.710,0
0.712,0
0.714,0
0.716,0
0.719,0
0.721,0
0.723,0
0.725,0
0.728,0
0.730,0
0.732,0
0.735,0
0.737,0
0.739,0
0.741,0
0.744,0
0.746,0
0.748,0
0.750,0
0.753,0
0.755,0
0.757,0
0.760,0
0.762,0
0.764,0
0.766,0
0.769,0
0.771,0
0.773,0
0.775,0
0.778,0
0.780,0
0.782,0
0.785,0
0.787,0
0.789,0
0.791,0
0.794,0
0.796,0
0.798,0
0.800,0
0.803,0
0.805,0
0.807,0
0.810,0
0.812,0
0.814,0
0.816,0
0.819,0
0.821,0
0.823,0
0.825,0
0.828,0
0.830,0
0.832,0
0.835,0
0.837,0
0.839,0
0.841,0
0.844,0
0.846,0
0.848,0
0.850,0
0.853,0
0.855,0
0.857,0
0.860,0
0.862,0
0.864,0
0.866,0
0.869,0
0.871,0
0.873,0
0.875,0
0.878,0
0.880,0
0.882,0
0.885,0
0.887,0
0.889,0
0.891,0
0.894,0
0.896,0
0.898,0
1.000,0
1.002,0
1.004,0
1.006,0
1.008,0
1.010,0
1.012,0
1.014,0
1.016,0
1.019,0
1.021,0
1.023,0
1.025,0
1.027,0
1.029,0
1.031,0
1.033,0
1.035,0
1.037,0
1.039,0
1.041,0
1.043,0
1.045,0
1.047,0
1.049,0
1.051,0
1.053,0
1.055,0
1.057,0
1.059,0
1.061,0
1.063,0
1.065,0
1.067,0
1.069,0
1.071,0
1.073,0
1.075,0
1.077,0
1.079,0
1.081,0
1.083,0
1.085,0
1.087,0
1.089,0
1.091,0
1.093,0
1.095,0
1.097,0
1.099,0
1.101,0
1.104,0
1.106,0
1.108,0
1.110,0
1.112,0
1.114,0
1.116,0
1.118,0
1.120,0
1.122,0
1.124,0
1.126,0
1.128,0
1.130,0
1.132,0
1.134,0
1.136,0
1.138,0
1.140,0
1.142,0
1.144,0
1.146,0
1.148,0
1.150,0
1.152,0
1.154,0
1.156,0
1.158,0
1.160,0
1.162,0
1.164,0
1.166,0
1.168,0
1.170,0
1.172,0
1.174,0
1.176,0
1.178,0
1.180,0
1.182,0
1.184,0
1.187,0
1.189,0
1.191,0
1.193,0
1.195,0
1.197,0
1.199,0
